表示,biǎoshì,"biểu thị, thể hiện",他表示同意这个计划。,Tā biǎoshì tóngyì zhège jìhuà.,Anh ấy thể hiện đồng ý với kế hoạch này.
表演,biǎoyǎn,biểu diễn,她在表演节目。,Tā zài biǎoyǎn jiémù.,Cô ấy đang biểu diễn chương trình.
别人,biérén,người khác,别人的意见很重要。,Biérén de yìjiàn hěn zhòngyào.,Ý kiến của người khác rất quan trọng.
宾馆,bīnguǎn,khách sạn,宾馆的房间很干净。,Bīnguǎn de fángjiān hěn gānjìng.,Phòng của khách sạn rất sạch sẽ.
冰箱,bīngxiāng,tủ lạnh,冰箱里有很多食物。,Bīngxiāng lǐ yǒu hěn duō shíwù.,Trong tủ lạnh có rất nhiều thức ăn.
才,cái,"mới (nhấn mạnh thời gian muộn, trễ)",为什么你现在才来。,Wèi shénme nǐ xiànzài cái lái?,Tại sao bây giờ bạn mới tới?
菜单,càidān,thực đơn,菜单上有很多菜。,Càidān shàng yǒu hěn duō cài.,Trên thực đơn có nhiều món ăn.
参加,cānjiā,tham gia,我参加了这个活动。,Wǒ cānjiā le zhège huódòng.,Tôi đã tham gia hoạt động này.
草,cǎo,cỏ,草地上有很多花。,Cǎodì shàng yǒu hěn duō huā.,Trên bãi cỏ có nhiều hoa.
层,céng,tầng,我住在三层。,Wǒ zhù zài sān céng.,Tôi sống ở tầng ba.
差,chà,"kém, thiếu, tệ",今天的天气很差。,Jīntiān de tiānqì hěn chà.,Thời tiết hôm nay rất tệ.
超市,chāoshì,siêu thị,我去超市买东西。,Wǒ qù chāoshì mǎi dōngxi.,Tôi đi siêu thị mua đồ.
衬衫,chènshān,áo sơ mi,他穿了一件白衬衫。,Tā chuān le yī jiàn bái chènshān.,Anh ấy mặc một chiếc áo sơ mi trắng.
成绩,chéngjì,thành tích,他的成绩很好。,Tā de chéngjī hěn hǎo.,Thành tích của anh ấy rất tốt.
城市,chéngshì,thành phố,这座城市很大。,Zhè zuò chéngshì hěn dà.,Thành phố này rất lớn.
迟到,chídào,đến trễ,他今天迟到了。,Tā jīntiān chídào le.,Hôm nay anh ấy đến muộn.
出现,chūxiàn,xuất hiện,我们出现了问题。,Wǒmen chūxiàn le wèntí.,Chúng tôi gặp vấn đề rồi.
厨房,chúfáng,nhà bếp,厨房很干净。,Chúfáng hěn gānjìng.,Nhà bếp rất sạch.
除了,chúle,"ngoài ra, trừ ra",除了他，大家都来了。,"Chúle tā, dàjiā dōu lái le.","Ngoài anh ấy, mọi người đều đến."
春,chūn,mùa xuân,春天来了，花开了。,"Chūntiān lái le, huā kāi le.","Mùa xuân đến rồi, hoa nở rồi."
词语,cíyǔ,từ ngữ,我喜欢学习新词语。,Wǒ xǐhuān xuéxí xīn cíyǔ.,Tôi thích học từ mới.
聪明,cōngmíng,thông minh,她很聪明，总是知道答案。,"Tā hěn cōngmíng, zǒng shì zhīdào dá'àn.","Cô ấy rất thông minh, luôn biết đáp án."
打扫,dǎsǎo,quét dọn,我们一起打扫房间吧。,Wǒmen yīqǐ dǎsǎo fángjiān ba.,Chúng ta cùng dọn phòng nhé.
打算,dǎsuàn,dự định,我打算去旅游。,Wǒ dǎsuàn qù lǚyóu.,Tôi dự định đi du lịch.
带,dài,"mang theo, dẫn theo",别忘了带雨伞。,Bié wàngle dài yǔsǎn.,Đừng quên mang theo ô.
担心,dānxīn,lo lắng,我担心他的健康。,Wǒ dānxīn tā de jiànkāng.,Tôi lo lắng cho sức khỏe của anh ấy.
蛋糕,dàngāo,bánh ngọt,生日快乐，给你蛋糕。,"Shēngrì kuàilè, gěi nǐ dàngāo.","Sinh nhật vui vẻ, tặng bạn bánh ngọt."
当然,dāngrán,đương nhiên,你当然可以去。,Nǐ dāngrán kěyǐ qù.,Đương nhiên bạn có thể đi.
地,de,trợ từ của động từ,请慢慢地说。,Qǐng mànmàn de shuō.,Xin hãy nói chậm lại.
灯,dēng,đèn,请开灯。,Qǐng kāi dēng.,Vui lòng bật đèn.
低,dī,thấp,他的声音很低。,Tā de shēngyīn hěn dī.,Giọng anh ấy rất nhỏ.
地方,dìfāng,"nơi, chỗ",这个地方很好玩。,Zhège dìfāng hěn hǎowán.,Nơi này rất vui.
地铁,dìtiě,tàu điện ngầm,我坐地铁去上班。,Wǒ zuò dìtiě qù shàngbān.,Tôi đi làm bằng tàu điện ngầm.
地图,dìtú,bản đồ,你有这座城市的地图吗？,Nǐ yǒu zhè zuò chéngshì de dìtú ma?,Bạn có bản đồ của thành phố này không?
电梯,diàntī,thang máy,我们坐电梯上楼。,Wǒmen zuò diàntī shàng lóu.,Chúng tôi đi thang máy lên lầu.
电子邮箱,diànzǐ yóuxiāng,hộp thư điện tử (email),请发电子邮件给我。,Qǐng fā diànzǐ yóujiàn gěi wǒ.,Xin gửi email cho tôi.
东,dōng,đông (hướng đông),东边有一座山。,Dōngbiān yǒu yī zuò shān.,Phía đông có một ngọn núi.
冬,dōng,mùa đông,冬天很冷。,Dōngtiān hěn lěng.,Mùa đông rất lạnh.
动物,dòngwù,động vật,我喜欢动物。,Wǒ xǐhuān dòngwù.,Tôi thích động vật.
短,duǎn,ngắn,这条裙子太短了。,Zhè tiáo qúnzi tài duǎn le.,Chiếc váy này quá ngắn.
段,duàn,"đoạn, quãng",他讲了一段故事。,Tā jiǎng le yī duàn gùshì.,Anh ấy đã kể một đoạn câu chuyện.
锻炼,duànliàn,"luyện tập, rèn luyện",我每天锻炼身体。,Wǒ měitiān duànliàn shēntǐ.,Tôi tập thể dục mỗi ngày.
多么,duōme,"bao nhiêu, biết bao",这里的景色多么美丽。,Zhèlǐ de jǐngsè duōme měilì.,Cảnh ở đây đẹp làm sao.
饿,è,đói,我饿了，想吃饭。,"Wǒ è le, xiǎng chī fàn.","Tôi đói rồi, muốn ăn cơm."
而且,érqiě,"mà còn, hơn nữa",他聪明而且很努力。,Tā cōngmíng érqiě hěn nǔlì.,Anh ấy thông minh hơn nữa rất chăm chỉ.
耳朵,ěrduo,tai,我的耳朵很敏感。,Wǒ de ěrduo hěn mǐngǎn.,Tai tôi rất nhạy cảm.
发烧,fāshāo,sốt,他发烧了，要休息。,"Tā fāshāo le, yào xiūxí.","Anh ấy bị sốt, cần nghỉ ngơi."
发现,fāxiàn,phát hiện,我发现了一个秘密。,Wǒ fāxiàn le yīgè mìmì.,Tôi đã phát hiện ra một bí mật.
方便,fāngbiàn,thuận tiện,这里很方便。,Zhèlǐ hěn fāngbiàn.,Ở đây rất tiện lợi.
放,fàng,"đặt, để",请把书放在桌子上。,Qǐng bǎ shū fàng zài zhuōzi shàng.,Vui lòng để sách lên bàn.
放心,fàngxīn,yên tâm,请你放心。,Qǐng nǐ fàngxīn.,Xin bạn yên tâm.
分,fēn,"phút, phân",我们八点十分出发。,Wǒmen bā diǎn shí fēn chūfā.,Chúng ta khởi hành lúc tám giờ mười phút.
附近,fùjìn,"gần đây, vùng lân cận",我家附近有公园。,Wǒ jiā fùjìn yǒu gōngyuán.,Gần nhà tôi có công viên.
复习,fùxí,ôn tập,我需要复习功课。,Wǒ xūyào fùxí gōngkè.,Tôi cần ôn bài.
干净,gānjìng,sạch sẽ,房间很干净。,Fángjiān hěn gānjìng.,Phòng rất sạch sẽ.
敢,gǎn,dám,我敢说你是对的。,Wǒ gǎn shuō nǐ shì duì de.,Tôi dám nói bạn đúng.
感冒,gǎnmào,"cảm mạo, cảm lạnh",他感冒了，不能来。,"Tā gǎnmào le, bùnéng lái.","Anh ấy bị cảm, không thể đến."
刚才,gāngcái,vừa mới,刚才我看见他了。,Gāngcái wǒ kànjiàn tā le.,Vừa rồi tôi đã nhìn thấy anh ấy.
跟,gēn,cùng với,我跟他一起去。,Wǒ gēn tā yīqǐ qù.,Tôi đi cùng anh ấy.
根据,gēnjù,căn cứ vào,根据天气预报，今天会下雨。,"Gēnjù tiānqì yùbào, jīntiān huì xiàyǔ.","Theo dự báo thời tiết, hôm nay sẽ mưa."
更,gèng,"hơn, càng",她比我更高。,Tā bǐ wǒ gèng gāo.,Cô ấy cao hơn tôi.
公园,gōngyuán,công viên,我喜欢去公园散步。,Wǒ xǐhuān qù gōngyuán sànbù.,Tôi thích đi dạo trong công viên.
故事,gùshì,câu chuyện,这个故事很有趣。,Zhège gùshì hěn yǒuqù.,Câu chuyện này rất thú vị.
刮风,guā fēng,gió thổi,今天刮风了。,Jīntiān guāfēng le.,Hôm nay gió thổi mạnh.
关,guān,"đóng, tắt",请关门。,Qǐng guān mén.,Vui lòng đóng cửa.
关系,guānxì,quan hệ,我们是好朋友，关系很好。,"Wǒmen shì hǎo péngyǒu, guānxì hěn hǎo.","Chúng tôi là bạn tốt, quan hệ rất tốt."
关心,guānxīn,quan tâm,她很关心我。,Tā hěn guānxīn wǒ.,Cô ấy rất quan tâm đến tôi.
关于,guānyú,về (liên quan đến),这是关于旅行的书。,Zhè shì guānyú lǚxíng de shū.,Đây là cuốn sách về du lịch.
国家,guójiā,quốc gia,我爱我的国家。,Wǒ ài wǒ de guójiā.,Tôi yêu đất nước của tôi.
果汁,guǒzhī,nước ép trái cây,请给我一杯果汁。,Qǐng gěi wǒ yī bēi guǒzhī.,Vui lòng cho tôi một ly nước ép.
过去,guòqù,quá khứ,我们过去是同学。,Wǒmen guòqù shì tóngxué.,Chúng tôi từng là bạn học.
还是,háishì,"vẫn còn, hay là",你还是学生吗？,Nǐ háishì xuéshēng ma?,Bạn vẫn là học sinh à?
害怕,hàipà,sợ,我害怕黑暗。,Wǒ hàipà hēi'àn.,Tôi sợ bóng tối.
河,hé,sông,河边有很多花。,Hé biān yǒu hěn duō huā.,Bên bờ sông có nhiều hoa.
黑板,hēibǎn,bảng,请在黑板上写字。,Qǐng zài hēibǎn shàng xiězì.,Vui lòng viết lên bảng.
护照,hùzhào,hộ chiếu,我需要护照去旅行。,Wǒ xūyào hùzhào qù lǚxíng.,Tôi cần hộ chiếu để đi du lịch.
花,huā,"hoa, tiêu (tiền, thời gian)",这里的花开得很美。,Zhèlǐ de huā kāi de hěn měi.,Hoa ở đây nở rất đẹp.
花园,huāyuán,vườn hoa,我们在花园里玩。,Wǒmen zài huāyuán lǐ wán.,Chúng tôi chơi trong vườn hoa.
画,huà,"vẽ, tranh",他喜欢画画儿。,Tā xǐhuān huà huàr.,Anh ấy thích vẽ tranh.
坏,huài,"hỏng, xấu",我的手机坏了。,Wǒ de shǒujī huài le.,Điện thoại của tôi bị hỏng rồi.
还,huán,"trả lại, hoàn",你什么时候把钱还给我?,Nǐ shénme shíhòu bǎ qián huán gěi wǒ?,Khi nào bạn trả tiền cho tôi?
环境,huánjìng,môi trường,我喜欢安静的环境。,Wǒ xǐhuān ānjìng de huánjìng.,Tôi thích môi trường yên tĩnh.
换,huàn,đổi,我想换工作。,Wǒ xiǎng huàn gōngzuò.,Tôi muốn đổi công việc.
黄,huáng,màu vàng,这条裙子是黄色的。,Zhè tiáo qúnzi shì huángsè de.,Chiếc váy này màu vàng.
会议,huìyì,"hội nghị, cuộc họp",会议将在下午三点开始。,Huìyì jiāng zài xiàwǔ sān diǎn kāishǐ.,Cuộc họp sẽ bắt đầu lúc ba giờ chiều.
或者,huòzhě,hoặc là,你可以选择苹果或者香蕉。,Nǐ kěyǐ xuǎnzé píngguǒ huòzhě xiāngjiāo.,Bạn có thể chọn táo hoặc chuối.
机会,jīhuì,cơ hội,这是一个好机会。,Zhè shì yīgè hǎo jīhuì.,Đây là một cơ hội tốt.
几乎,jīhū,"hầu như, gần như",他几乎每天都锻炼。,Tā jīhū měitiān dōu duànliàn.,Anh ấy hầu như tập thể dục mỗi ngày.
极,jí,cực kỳ,这个菜的味道好极了。,Zhège cài de wèidào hǎo jí le.,Mùi vị của món ăn này cực kỳ ngon.
记得,jìdé,"nhớ, nhớ đến",请记得带钥匙。,Qǐng jìdé dài yàoshi.,Hãy nhớ mang theo chìa khóa.
季节,jìjié,mùa,我最喜欢的季节是春天。,Wǒ zuì xǐhuān de jìjié shì chūntiān.,Mùa yêu thích của tôi là mùa xuân.
检查,jiǎnchá,kiểm tra,老师检查了我们的作业。,Lǎoshī jiǎnchá le wǒmen de zuòyè.,Thầy giáo đã kiểm tra bài tập của chúng tôi.
简单,jiǎndān,đơn giản,这个问题很简单。,Zhège wèntí hěn jiǎndān.,Câu hỏi này rất đơn giản.
健康,jiànkāng,khỏe mạnh,健康比什么都重要。,Jiànkāng bǐ shénme dōu zhòngyào.,Sức khỏe quan trọng hơn mọi thứ.
见面,jiànmiàn,gặp mặt,我们明天见面吧。,Wǒmen míngtiān jiànmiàn ba.,Chúng ta gặp nhau vào ngày mai nhé.
讲,jiǎng,"nói, giảng",他喜欢讲故事。,Tā xǐhuān jiǎng gùshì.,Anh ấy thích kể chuyện.
教,jiāo,dạy,他教我们汉语。,Tā jiāo wǒmen Hànyǔ.,Anh ấy dạy chúng tôi tiếng Trung.
角,jiǎo,góc,猫在桌子的角落里。,Māo zài zhuōzi de jiǎoluò lǐ.,Con mèo ở góc bàn.
脚,jiǎo,chân,我的脚很疼。,Wǒ de jiǎo hěn téng.,Chân tôi rất đau.
接,jiē,"nhận, tiếp",请接电话。,Qǐng jiē diànhuà.,Vui lòng nghe điện thoại.
街道,jiēdào,đường phố,这条街道很宽。,Zhè tiáo jiēdào hěn kuān.,Con đường này rất rộng.
结婚,jiéhūn,kết hôn,他们结婚了。,Tāmen jiéhūn le.,Họ đã kết hôn.
结束,jiéshù,kết thúc,会议结束了。,Huìyì jiéshù le.,Cuộc họp đã kết thúc.
节目,jiémù,chương trình,我喜欢这个节目。,Wǒ xǐhuān zhège jiémù.,Tôi thích chương trình này.
节日,jiérì,ngày lễ,春节是中国的传统节日。,Chūnjié shì Zhōngguó de chuántǒng jiérì.,Tết Nguyên Đán là ngày lễ truyền thống của Trung Quốc.
解决,jiějué,giải quyết,我们需要解决这个问题。,Wǒmen xūyào jiějué zhège wèntí.,Chúng ta cần giải quyết vấn đề này.
借,jiè,mượn,我可以借你的书吗？,Wǒ kěyǐ jiè nǐ de shū ma?,Tôi có thể mượn sách của bạn không?
经常,jīngcháng,thường xuyên,我经常去图书馆。,Wǒ jīngcháng qù túshūguǎn.,Tôi thường xuyên đến thư viện.
经过,jīngguò,trải qua,他经过我家门口。,Tā jīngguò wǒ jiā ménkǒu.,Anh ấy đi qua cửa nhà tôi.
经历,jīnglì,kinh nghiệm,这是一段难忘的经历。,Zhè shì yī duàn nánwàng de jīnglì.,Đây là một trải nghiệm khó quên.
久,jiǔ,lâu,我等了很久。,Wǒ děng le hěn jiǔ.,Tôi đã đợi rất lâu.
旧,jiù,cũ,这本书很旧。,Zhè běn shū hěn jiù.,Cuốn sách này rất cũ.
举行,jǔxíng,tổ chức,学校将举行运动会。,Xuéxiào jiāng jǔxíng yùndònghuì.,Trường sẽ tổ chức đại hội thể thao.
句子,jùzi,câu,请你用这个词语造句子。,Qǐng nǐ yòng zhège cíyǔ zào jùzi.,Vui lòng dùng từ này để tạo câu.
决定,juédìng,quyết định,我决定明天去旅行。,Wǒ juédìng míngtiān qù lǚxíng.,Tôi quyết định đi du lịch vào ngày mai.
可爱,kě'ài,đáng yêu,这只猫很可爱。,Zhè zhǐ māo hěn kě'ài.,Con mèo này rất dễ thương.
刻,kè,khắc (15 phút),八点一刻我来。,Bā diǎn yí kè wǒ lái.,8 giờ 15 phút tôi tới.
客人,kèrén,khách,客人已经来了。,Kèrén yǐjīng lái le.,Khách đã đến rồi.
空调,kòngtiáo,máy điều hòa,房间里有空调。,Fángjiān lǐ yǒu kòngtiáo.,Trong phòng có điều hòa.
口,kǒu,"miệng, khẩu",瓶子口上贴着一张纸。,Píngzi kǒu shàng tiē zhe yì zhāng zhǐ.,Trên miệng chai có dán 1 tờ giấy.
哭,kū,khóc,孩子们在哭。,Háizimen zài kū.,Bọn trẻ đang khóc.
裤子,kùzi,quần,他穿了一条新裤子。,Tā chuān le yī tiáo xīn kùzi.,Anh ấy mặc một chiếc quần mới.
筷子,kuàizi,đũa,我用筷子吃饭。,Wǒ yòng kuàizi chīfàn.,Tôi dùng đũa để ăn cơm.
蓝,lán,màu xanh,天空是蓝色的。,Tiānkōng shì lánsè de.,Bầu trời màu xanh.
老,lǎo,"già, cũ",他是个老朋友。,Tā shì gè lǎo péngyǒu.,Anh ấy là bạn cũ.
离开,líkāi,rời khỏi,他已经离开了。,Tā yǐjīng líkāi le.,Anh ấy đã rời đi rồi.
礼物,lǐwù,quà,这是我的生日礼物。,Zhè shì wǒ de shēngrì lǐwù.,Đây là quà sinh nhật của tôi.
历史,lìshǐ,lịch sử,他喜欢学习历史。,Tā xǐhuān xuéxí lìshǐ.,Anh ấy thích học lịch sử.
脸,liǎn,mặt,她的脸很漂亮。,Tā de liǎn hěn piàoliang.,Khuôn mặt cô ấy rất đẹp.
练习,liànxí,luyện tập,我每天练习中文。,Wǒ měitiān liànxí Zhōngwén.,Tôi luyện tập tiếng Trung mỗi ngày.
辆,liàng,chiếc (xe),他有一辆新车。,Tā yǒu yī liàng xīn chē.,Anh ấy có một chiếc xe mới.
了解,liǎojiě,hiểu rõ,我了解你的意思。,Wǒ liǎojiě nǐ de yìsi.,Tôi hiểu ý của bạn.
邻居,línjū,hàng xóm,我的邻居很友好。,Wǒ de línjū hěn yǒuhǎo.,Hàng xóm của tôi rất thân thiện.
楼,lóu,tòa nhà,我们住在三楼。,Wǒmen zhù zài sān lóu.,Chúng tôi sống ở tầng ba.
马,mǎ,con ngựa,马跑得很快。,Mǎ pǎo de hěn kuài.,Con ngựa chạy rất nhanh.
马上,mǎshàng,ngay lập tức,我马上就来。,Wǒ mǎshàng jiù lái.,Tôi sẽ đến ngay.
满意,mǎnyì,hài lòng,我对结果很满意。,Wǒ duì jiéguǒ hěn mǎnyì.,Tôi rất hài lòng với kết quả.
帽子,màozi,mũ,这顶帽子很漂亮。,Zhè dǐng màozi hěn piàoliang.,Chiếc mũ này rất đẹp.
米,mǐ,"gạo, mét",我吃了一碗米饭。,Wǒ chī le yī wǎn mǐfàn.,Tôi đã ăn một bát cơm.
面包,miànbāo,bánh mì,我每天早餐都吃面包。,Wǒ měitiān zǎocān dōu chī miànbāo.,Tôi ăn bánh mì vào bữa sáng mỗi ngày.
面条,miàntiáo,mì sợi,他喜欢吃面条。,Tā xǐhuān chī miàntiáo.,Anh ấy thích ăn mì.
明白,míngbái,hiểu rõ,我明白你的意思。,Wǒ míngbái nǐ de yìsi.,Tôi hiểu ý của bạn.
拿,ná,"cầm, lấy",请你帮我拿一下书。,Qǐng nǐ bāng wǒ ná yīxià shū.,Vui lòng giúp tôi cầm sách một chút.
奶奶,nǎinai,bà nội,我奶奶住在乡下。,Wǒ nǎinai zhù zài xiāngxià.,Bà nội của tôi sống ở quê.
南,nán,phía nam,我们往南走。,Wǒmen wǎng nán zǒu.,Chúng ta đi về hướng nam.
难,nán,khó,这个问题很难。,Zhège wèntí hěn nán.,Vấn đề này rất khó.
难过,nánguò,buồn,他听到这个消息很难过。,Tā tīngdào zhège xiāoxi hěn nánguò.,Anh ấy rất buồn khi nghe tin này.
年级,niánjí,"lớp, năm học",我今年上三年级。,Wǒ jīnnián shàng sān niánjí.,Năm nay tôi học lớp ba.
年轻,niánqīng,trẻ,她很年轻。,Tā hěn niánqīng.,Cô ấy rất trẻ.
鸟,niǎo,chim,树上有很多鸟。,Shù shàng yǒu hěn duō niǎo.,Trên cây có nhiều chim.
努力,nǔlì,"nỗ lực, chăm chỉ",他学习很努力。,Tā xuéxí hěn nǔlì.,Anh ấy học rất chăm chỉ.
爬山,páshān,leo núi,周末我们去爬山吧。,Zhōumò wǒmen qù páshān ba.,Cuối tuần chúng ta đi leo núi nhé.
盘子,pánzi,đĩa,请把盘子放在桌子上。,Qǐng bǎ pánzi fàng zài zhuōzi shàng.,Vui lòng đặt đĩa lên bàn.
胖,pàng,béo,这个小孩有点儿胖。,Zhège xiǎohái yǒudiǎnr pàng.,Đứa trẻ này hơi mập.
啤酒,píjiǔ,bia,我不喝啤酒。,Wǒ bù hē píjiǔ.,Tôi không uống bia.
葡萄,pútao,nho,我喜欢吃葡萄。,Wǒ xǐhuān chī pútáo.,Tôi thích ăn nho.
普通话,pǔtōnghuà,tiếng Phổ thông (tiếng Trung chuẩn),他说普通话说得很流利。,Tā shuō Pǔtōnghuà shuō de hěn liúlì.,Anh ấy nói tiếng Phổ thông rất lưu loát.
骑,qí,"cưỡi, đi (xe đạp, xe máy)",我喜欢骑自行车。,Wǒ xǐhuān qí zìxíngchē.,Tôi thích đi xe đạp.
其实,qíshí,thực ra,其实我不太喜欢吃辣。,Qíshí wǒ bù tài xǐhuān chī là.,Thật ra tôi không thích ăn cay lắm.
其他,qítā,khác,其他人都已经走了。,Qítā rén dōu yǐjīng zǒu le.,Những người khác đều đã đi rồi.
奇怪,qíguài,kỳ lạ,这个事情很奇怪。,Zhège shìqíng hěn qíguài.,Chuyện này rất kỳ lạ.
铅笔,qiānbǐ,bút chì,我需要一支铅笔。,Wǒ xūyào yī zhī qiānbǐ.,Tôi cần một cây bút chì.
清楚,qīngchǔ,rõ ràng,我不太清楚他的名字。,Wǒ bù tài qīngchǔ tā de míngzi.,Tôi không rõ tên của anh ấy lắm.
秋,qiū,mùa thu,秋天是我最喜欢的季节。,Qiūtiān shì wǒ zuì xǐhuān de jìjié.,Mùa thu là mùa tôi thích nhất.
裙子,qúnzi,váy,她穿了一条红色的裙子。,Tā chuān le yī tiáo hóngsè de qúnzi.,Cô ấy mặc một chiếc váy đỏ.
然后,ránhòu,sau đó,我们吃完饭然后去看电影。,Wǒmen chī wán fàn ránhòu qù kàn diànyǐng.,Chúng tôi ăn xong rồi đi xem phim.
热情,rèqíng,nhiệt tình,他对人很热情。,Tā duì rén hěn rèqíng.,Anh ấy rất nhiệt tình với mọi người.
认为,rènwéi,cho rằng,我认为他是对的。,Wǒ rènwéi tā shì duì de.,Tôi cho rằng anh ấy đúng.
认真,rènzhēn,nghiêm túc,她学习很认真。,Tā xuéxí hěn rènzhēn.,Cô ấy học rất chăm chỉ.
容易,róngyì,dễ dàng,这个问题很容易解决。,Zhège wèntí hěn róngyì jiějué.,Vấn đề này rất dễ giải quyết.
如果,rúguǒ,nếu như,如果你有时间，请来我家。,"Rúguǒ nǐ yǒu shíjiān, qǐng lái wǒ jiā.","Nếu bạn có thời gian, xin hãy đến nhà tôi."
伞,sǎn,"ô, dù",下雨了，带上伞吧。,"Xiàyǔ le, dài shàng sǎn ba.","Trời mưa rồi, mang ô đi nhé."
上网,shàngwǎng,lên mạng,我喜欢上网看新闻。,Wǒ xǐhuān shàngwǎng kàn xīnwén.,Tôi thích lên mạng đọc tin tức.
生气,shēngqì,giận dữ,她生气了，因为你迟到了。,"Tā shēngqì le, yīnwèi nǐ chídào le.",Cô ấy tức giận vì bạn đến muộn.
声音,shēngyīn,âm thanh,我听不到他的声音。,Wǒ tīng bú dào tā de shēngyīn.,Tôi không nghe thấy giọng của anh ấy.
使,shǐ,"khiến, làm cho",他使我非常生气。,Tā shǐ wǒ fēicháng shēngqì.,Anh ất làm tôi cực kỳ tức giận.
世界,shìjiè,thế giới,世界很大。,Shìjiè hěn dà.,Thế giới rất rộng lớn.
瘦,shòu,gầy,我觉得他越来越瘦了。,Wǒ juéde tā yuè lái yuè shòu le.,Tôi cảm thấy anh ấy ngày càng gầy.
舒服,shūfu,thoải mái,这张椅子很舒服。,Zhè zhāng yǐzi hěn shūfu.,Cái ghế này rất thoải mái.
叔叔,shūshu,chú,我的叔叔很高。,Wǒ de shūshu hěn gāo.,Chú của tôi rất cao.
树,shù,cây,树上的鸟在唱歌。,Shù shàng de niǎo zài chànggē.,Con chim trên cây đang hót.
数学,shùxué,toán học,他数学很好。,Tā shùxué hěn hǎo.,Anh ấy giỏi toán.
刷牙,shuāyá,đánh răng,我每天刷两次牙。,Wǒ měitiān shuā liǎng cì yá .,Tôi đánh răng hai lần mỗi ngày.
双,shuāng,đôi,我买了一双鞋。,Wǒ mǎi le yī shuāng xié.,Tôi đã mua một đôi giày.
水平,shuǐpíng,trình độ,他的游泳水平很高。,Tā de yóuyǒng shuǐpíng hěn gāo.,Trình độ bơi của anh ấy rất cao.
司机,sījī,"lái xe, tài xế",他是我们的司机。,Tā shì wǒmen de sījī.,Anh ấy là tài xế của chúng tôi.
虽然,suīrán,tuy rằng,虽然他很忙，但他还是来了。,"Suīrán tā hěn máng, dàn tā háishì lái le.","Mặc dù anh ấy rất bận, nhưng anh ấy vẫn đến."
太阳,tàiyáng,mặt trời,太阳出来了。,Tàiyáng chū lái le.,Mặt trời đã mọc.
糖,táng,"kẹo, đường",我不喜欢吃糖。,Wǒ bù xǐhuān chī táng.,Tôi không thích ăn kẹo.
特别,tèbié,đặc biệt,他特别喜欢跑步。,Tā tèbié xǐhuān pǎobù.,Anh ấy đặc biệt thích chạy bộ.
疼,téng,đau,我的头很疼。,Wǒ de tóu hěn téng.,Đầu tôi rất đau.
提高,tígāo,nâng cao,我们要提高汉语水平。,Wǒmen yào tígāo hànyǔ shuǐpíng.,Chúng ta cần nâng cao trình độ tiếng Trung.
